0.05 0.98471 -0.123525 19.1854 -4.89884
0.1 1.89906 -0.483217 17.2041 -9.39865
0.15 2.68806 -1.05222 14.2013 -13.2299
0.2 3.30556 -1.79131 10.3823 -16.1695
0.25 3.71687 -2.65155 5.99888 -18.054
0.3 3.90072 -3.5775 1.33236 -18.7881
0.35 3.85028 -4.51077 -3.32391 -18.3492
0.4 3.5733 -5.39368 -7.68304 -16.7877
0.45 3.09133 -6.17278 -11.4821 -14.2221
0.5 2.43816 -6.80209 -14.4981 -10.8304
0.55 1.65745 -7.24579 -16.5604 -6.8381
0.6 0.799856 -7.48018 -17.5609 -2.50324
0.65 -0.0802237 -7.49497 -17.4588 1.90011
0.7 -0.928082 -7.29359 -16.2823 6.09913
0.75 -1.69208 -6.89273 -14.1252 9.83895
0.8 -2.32678 -6.32106 -11.14 12.8981
0.85 -2.7956 -5.61722 -7.52697 15.1014
0.9 -3.07292 -4.8272 -3.52143 16.33
0.95 -3.14544 -4.00144 0.621909 16.5275
1 -3.01274 -3.19154 4.64486 15.702
1.05 -2.68707 -2.44713 8.30177 13.9248
1.1 -2.19232 -1.81281 11.3744 11.3242
1.15 -1.56236 -1.32551 13.6849 8.0769
1.2 -0.83869 -1.01236 15.1059 4.39592
1.25 -0.0677911 -0.889224 15.5674 0.5168
1.3 0.701871 -0.959928 15.06 -3.31737
1.35 1.42287 -1.21627 13.6341 -6.87109
1.4 2.05171 -1.63878 11.3957 -9.93079
1.45 2.55145 -2.19811 8.49914 -12.3176
1.5 2.89383 -2.85707 5.13587 -13.8977
1.55 3.06086 -3.57305 1.52255 -14.5897
1.6 3.04572 -4.30079 -2.11309 -14.3684
1.65 2.85294 -4.99518 -5.54647 -13.2656
1.7 2.49792 -5.61406 -8.56988 -11.3668
1.75 2.00577 -6.12078 -11.0051 -8.80471
1.8 1.40955 -6.48631 -12.7135 -5.75051
1.85 0.748083 -6.69092 -13.6042 -2.40223
1.9 0.0634352 -6.72517 -13.6385 1.02786
1.95 -0.601717 -6.59033 -12.8313 4.32665
2 -1.20675 -6.29806 -11.2489 7.29336
2.05 -1.71555 -5.86949 -9.00432 9.75165
2.1 -2.09866 -5.33375 -6.249 11.56
2.15 -2.33493 -4.72599 -3.16295 12.6198
2.2 -2.41272 -4.08511 0.0570059 12.8806
2.25 -2.33036 -3.45128 3.20969 12.342
2.3 -2.0961 -2.86343 6.10205 11.0532
2.35 -1.72739 -2.35691 8.56091 9.10834
2.4 -1.24964 -1.96133 10.4433 6.64045
2.45 -0.694444 -1.69889 11.6444 3.812
2.5 -0.0975802 -1.58312 12.1039 0.804525
2.55 0.50333 -1.61827 11.808 -2.193
2.6 1.07116 -1.79917 10.7899 -4.99596
2.65 1.57155 -2.11179 9.12674 -7.43539
2.7 1.97499 -2.53424 6.93378 -9.36808
2.75 2.25851 -3.03831 4.35674 -10.6849
2.8 2.40703 -3.5913 1.56211 -11.3169
2.85 2.41404 -4.15814 -1.27349 -11.2386
2.9 2.28193 -4.70361 -3.97443 -10.4689
2.95 2.02159 -5.1945 -6.37684 -9.06903
3 1.65161 -5.60164 -8.33851 -7.13771
3.05 1.19697 -5.90157 -9.74722 -4.80455
3.1 0.687389 -6.07792 -10.5271 -2.22136
3.15 0.155364 -6.12227 -10.6424 0.447636
3.2 -0.365857 -6.0345 -10.0993 3.03618
3.25 -0.84435 -5.82264 -8.94431 5.38628
3.3 -1.25146 -5.5022 -7.2607 7.35774
3.35 -1.5635 -5.09509 -5.16276 8.83652
3.4 -1.76312 -4.62813 -2.78805 9.7412
3.45 -1.84022 -4.1313 -0.288463 10.0274
3.5 -1.79249 -3.63582 2.17941 9.68963
3.55 -1.62534 -3.1722 4.46405 8.76115
3.6 -1.35144 -2.76842 6.42821 7.31089
3.65 -0.989792 -2.44816 7.95715 5.43859
3.7 -0.564428 -2.22954 8.96521 3.26804
3.75 -0.102837 -2.124 9.40055 0.938985
3.8 0.365803 -2.13583 9.24768 -1.40185
3.85 0.812459 -2.26197 8.52766 -3.6099
3.9 1.21003 -2.49237 7.29613 -5.55166
3.95 1.53497 -2.81078 5.63913 -7.11268
4 1.76868 -3.1958 3.66726 -8.20425
4.05 1.89857 -3.62239 1.50833 -8.76837
4.1 1.91868 -4.06342 -0.700846 -8.78071
4.15 1.82994 -4.49142 -2.82307 -8.25141
4.2 1.63998 -4.88024 -4.72921 -7.22386
4.25 1.36252 -5.2067 -6.30602 -5.77126
4.3 1.0164 -5.45191 -7.46281 -3.99159
4.35 0.624307 -5.60234 -8.13658 -2.00106
4.4 0.211339 -5.65061 -8.29533 0.073427
4.45 -0.196632 -5.59576 -7.93949 2.10231
4.5 -0.574552 -5.44322 -7.10118 3.96141
4.55 -0.899716 -5.20432 -5.84165 5.53944
4.6 -1.15312 -4.8955 -4.24688 6.7447
4.65 -1.32056 -4.53719 -2.42185 7.51024
4.7 -1.39342 -4.15246 -0.483639 7.79757
4.75 -1.36907 -3.76556 1.44601 7.59845
4.8 -1.25094 -3.40038 3.2483 6.93479
